cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,train_score,test_score
0.012766500372794063,4.698397632709102,5.1464664260531485,0.25096291951704075,2.306977486507432,0.03954473327430353,1.0,0
0.009883517225308036,4.554085710000087,4.999621059854125,0.49972822421761254,2.4689314928154444,0.05659374489559963,7.545007954165946e-08,8.851172690023935e-08
0.009952798818587504,4.55059667993897,4.999636931342719,0.499895832713238,2.4690201104088016,0.056541998932796274,4.197605381275478e-08,5.0103487664047495e-08
0.009957587712153366,4.550366310475159,4.999640332688527,0.49990742426678736,2.469226588336874,0.05649631953955689,4.0069917280655524e-08,4.793789720379051e-08
0.009958159501926425,4.550348960067127,4.99964289960811,0.4999087939759945,2.4694394222558724,0.05645131969614162,3.9450804780468364e-08,4.720268746252954e-08
0.009958453987218861,4.55034555435933,4.999645396149551,0.49990949090436543,2.4696513353527427,0.05640664509785626,3.8918431214782945e-08,4.656416266102228e-08
0.009958728796988387,4.550343075978329,4.99964787233871,0.49991013955236846,2.469861860136471,0.056362270832390475,3.839802774235296e-08,4.5939561813075e-08
0.009959000785470327,4.550340673597059,4.999650331542455,0.4999107807857687,2.4700709743404032,0.056318193536812305,3.7884674069749246e-08,4.532343184530943e-08
0.009959271062106756,4.550338291445883,4.999652774079117,0.4999114173060128,2.4702786847697262,0.05627441126637598,3.7377973999806966e-08,4.4715325393606286e-08
0.009959539706725914,4.550335925779394,4.9996552000673775,0.4999120493187582,2.470485000086973,0.0562309221780871,3.6877826005066156e-08,4.411512122267772e-08
0.009959806731815363,4.55033357625481,4.999657609612382,0.4999126768662756,2.4706899290324076,0.05618772444459472,3.638414854362314e-08,4.352272032340433e-08
0.00996007214544864,4.550331242752422,4.999660002817885,0.49991329997996825,2.4708934803077733,0.0561448162485346,3.5896862208469317e-08,4.293802616288653e-08
0.009960335955400489,4.5503289251676495,4.999662379787059,0.4999139186903494,2.471095662568822,0.056102195782134746,3.5415888559923336e-08,4.236094339140101e-08
0.009960598169415026,4.550326623397471,4.999664740622537,0.49991453302769234,2.471296484424958,0.05605986124716386,3.4941150042376817e-08,4.179137774885994e-08
0.009960858795223524,4.5503243373395,4.999667085426419,0.4999151430220761,2.471495954439346,0.0560178108549027,3.4472569970816514e-08,4.1229236048580966e-08
0.00996111784054478,4.550322066891953,4.999669414300279,0.4999157487033885,2.4716940811290558,0.055976042826116346,3.401007252253777e-08,4.067442616676612e-08
0.009961375313085177,4.5503198119536235,4.999671727345157,0.49991635010132673,2.471890872965208,0.05593455539102565,3.355358272903578e-08,4.012685703213463e-08
0.009961631220538131,4.550317572423889,4.999674024661564,0.49991694724539915,2.472086338373114,0.05589334678927988,3.310302646755774e-08,3.958643861532224e-08
