t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],pos[0],pos[1],pos[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],forces[0],forces[1],forces[2],torque[0],torque[1],torque[2],alpha,joystick[0],joystick[1],joystick[2],joystick[3]
0.23415064811706543,0.0,0.0,0.0,0.01,0.0,0.0,0.0023415064811706542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.3061227798461914,0.0,0.0,0.0,0.01,0.0,0.0,0.003061227798461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.33468008041381836,0.0,0.0,0.0,0.01,0.0,0.0,0.0033468008041381836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.3837130069732666,0.0,0.0,0.0,0.01,0.0,0.0,0.003837130069732666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.4336211681365967,0.0,0.0,0.0,0.01,0.0,0.0,0.004336211681365967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.4839036464691162,0.0,0.0,0.0,0.01,0.0,0.0,0.004839036464691162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.5336000919342041,0.0,0.0,0.0,0.01,0.0,0.0,0.0053360009193420405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.5836145877838135,0.0,0.0,0.0,0.01,0.0,0.0,0.005836145877838135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.6345012187957764,0.0,0.0,0.0,0.01,0.0,0.0,0.006345012187957764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.6841161251068115,0.0,0.0,0.0,0.01,0.0,0.0,0.006841161251068115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.7334818840026855,0.0,0.0,0.0,0.01,0.0,0.0,0.007334818840026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.7833144664764404,0.0,0.0,0.0,0.01,0.0,0.0,0.007833144664764403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.8340311050415039,0.0,0.0,0.0,0.01,0.0,0.0,0.008340311050415038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.8835549354553223,0.0,0.0,0.0,0.01,0.0,0.0,0.008835549354553222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.9342219829559326,0.0,0.0,0.0,0.01,0.0,0.0,0.009342219829559325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
0.9842453002929688,0.0,0.0,0.0,0.01,0.0,0.0,0.009842453002929685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
1.0337474346160889,0.7999998181888468,0.0,0.0,0.04960169845845597,0.0,0.0,0.012297842942675073,0.0,0.0,0.0,0.0,-2.205814966808074e-23,0.0,0.0,-1.0919254877888201e-24,1.0,0.0,0.0,0.0,1.999999545472117,0.0,9.809998066647852,0.0,0.0,-3.308722450212111e-24,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
1.103621482849121,0.799995526848398,-3.9790592569266e-26,0.0,0.10550062448767096,-2.7803297844058262e-27,0.0,0.019669598666741617,-1.9427289745930879e-28,0.0,2.899454637649897e-32,-3.649214750845878e-47,-5.293955920339377e-22,0.0,0.0,-3.8082938619922835e-23,1.0,0.0,0.0,0.0,1.9999888171209952,-9.9476481423165e-26,9.809952433186298,5.7989092752997936e-33,-5.473822126268817e-48,-7.940933880509066e-23,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
1.1729347705841064,0.7999797637245456,-2.0113319342677077e-24,0.0,0.16094985203287598,-1.421923588748681e-25,0.0,0.030825562071599664,-1.0050092781869339e-26,0.0,6.393522193381353e-30,-1.167748720270681e-44,-2.117582368135751e-21,0.0,0.0,-1.848595346050478e-22,1.0,0.0,0.0,0.0,1.999949409311364,-5.028329835669269e-24,9.809784810525054,1.2787044386762706e-30,-1.7516230804060213e-45,-3.1763735522036263e-22,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
1.2149097919464111,0.7999529020846092,-9.689109269794517e-24,0.0,0.1945278921867151,-5.488929274561974e-25,0.0,0.038990874501701134,-3.308988513746118e-26,0.0,6.737818875582247e-29,-9.341989762165448e-44,-4.235164736271502e-21,0.0,0.0,-3.626306648829236e-22,1.0,0.0,0.0,0.0,1.999882255211523,-2.4222773174486293e-23,9.809499167932021,1.3475637751164495e-29,-1.401298464324817e-44,-6.352747104407253e-22,0.0,-8.82720947265625,4.90570068359375,-4.90570068359375,6.866455078125
