t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],pos[0],pos[1],pos[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],forces[0],forces[1],forces[2],torque[0],torque[1],torque[2],alpha,joystick[0],joystick[1],joystick[2],joystick[3]
0.18189597129821777,0.0,0.0,0.0,0.01,0.0,0.0,0.0018189597129821778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.27054429054260254,0.0,0.0,0.0,0.01,0.0,0.0,0.0027054429054260256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.2992429733276367,0.0,0.0,0.0,0.01,0.0,0.0,0.002992429733276367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.3374307155609131,0.0,0.0,0.0,0.01,0.0,0.0,0.0033743071556091306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.38932108879089355,0.0,0.0,0.0,0.01,0.0,0.0,0.0038932108879089354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.4413578510284424,0.0,0.0,0.0,0.01,0.0,0.0,0.004413578510284424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.4926474094390869,0.0,0.0,0.0,0.01,0.0,0.0,0.004926474094390869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.542555570602417,0.0,0.0,0.0,0.01,0.0,0.0,0.00542555570602417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.5930938720703125,0.0,0.0,0.0,0.01,0.0,0.0,0.005930938720703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0.6421210765838623,0.0,0.0,0.0,0.01,0.0,0.0,0.006421210765838623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
