log,masse,inertie,aire,cp_list,alpha0,alpha_stall,largeur_stall,cd0sa,cd0fp,cd1sa,cl1sa,cd1fp,coeff_drag_shift,coeff_lift_shift,coeff_lift_gain,Ct,Cq,Ch,rotor_moy_speed,learning_rate,n_epochs,gradient_kp,gradient_kd,gradient_ki,train_batch_size,n_params_dropout,fitting_strategy
../Logs/2021_07_07_14h51m07s,8.5,"[[1.38, 0.0, 0.0], [0.0, 0.84, 0.0], [0.0, 0.0, 2.17]]","[0.10493624, 0.10493624, 0.0021964000000000003, 0.021964, 0.21628080000000002]","[[-0.013, 0.475, -0.04], [-0.013, -0.475, -0.04], [-1.006, 0.85, -0.134], [-1.006, -0.85, -0.134], [0.021, 0.0, -0.064]]","[0.07, 0.07, 0.0, 0.0, 0.07]",0.3391428111,0.2617993877991494,0.01,0.01,4.55,5,2.5,0.5,0.05,2.5,0.00011,1e-08,0.0001,425,0.5,100,1,0.0,0.0,50,0,custom_gradient
