t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],pos[0],pos[1],pos[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],forces[0],forces[1],forces[2],torque[0],torque[1],torque[2],alpha,joystick[0],joystick[1],joystick[2],joystick[3],takeoff
0.11751413345336914,0.0,0.0,0.0,0.01,0.0,0.0,0.0011751413345336915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,4.8980712890625,10.7879638671875,0
0.20754241943359375,0.0,0.0,0.0,0.01,0.0,0.0,0.0020754241943359377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,4.8980712890625,10.7879638671875,0
0.23216867446899414,0.0,0.0,0.0,0.01,0.0,0.0,0.0023216867446899415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,6.85882568359375,10.7879638671875,0
0.260927677154541,0.0,0.0,0.0,0.01,0.0,0.0,0.0026092767715454102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,6.85882568359375,10.7879638671875,0
0.3112452030181885,0.0,0.0,0.0,0.01,0.0,0.0,0.0031124520301818847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,8.819580078125,10.7879638671875,0
0.3613302707672119,0.0,0.0,0.0,0.01,0.0,0.0,0.0036133027076721193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,6.85882568359375,10.7879638671875,0
0.4112741947174072,0.0,0.0,0.0,0.01,0.0,0.0,0.004112741947174072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,6.85882568359375,10.7879638671875,0
0.4610898494720459,0.0,0.0,0.0,0.01,0.0,0.0,0.0046108984947204595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,6.85882568359375,10.7879638671875,0
0.510977029800415,0.0,0.0,0.0,0.01,0.0,0.0,0.0051097702980041505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,8.819580078125,10.7879638671875,0
0.5614438056945801,0.0,0.0,0.0,0.01,0.0,0.0,0.005614438056945801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2.93731689453125,6.866455078125,6.85882568359375,10.7879638671875,0
