cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,train_score
0.008024563439229313,6.119476031710295,5.18030031537681,0.5880512026392177,2.6192902728530187,0.060999783978860626,0.009348920690824889
0.007112308379407016,6.014636914214407,5.234998754553087,0.4744611094039225,2.5723780941256638,0.05565219013507067,0.0024717678425570226
0.00671642477356148,5.994141011305776,5.214063898366744,0.46511656182371197,2.562265463322713,0.05453339324278602,0.00223796413189673
0.006074520538193788,5.965261757912021,5.215242002645619,0.48529051752267655,2.5419897126349618,0.05209812771226606,0.0022775687814719572
0.005531700905689625,5.955969918512761,5.18774842925513,0.4854866604913187,2.5387255109399542,0.051715138617160095,0.002179091434725571
0.0051929571510157,5.951120573737042,5.168916475114154,0.4855130750701711,2.544137158419005,0.05234894021897688,0.002150833087256043
0.005101182804859035,5.950098752552105,5.157415415460922,0.4841623554751077,2.5466502175727856,0.052623355854545036,0.0021336291629286998
0.004699541622920545,5.934265137836456,5.156529829353037,0.4843126320874746,2.5450057462180276,0.05241791897360428,0.0020569439021577807
0.004310686078116057,5.921925035607347,5.129128068969807,0.4771141939949837,2.5453041670350665,0.05242857328386436,0.0019222100688561271
0.0035705976953485413,5.887608394442775,5.158605612053881,0.47553192650987275,2.5151683961206284,0.048923881074262376,0.0017082469820747137
0.003506325782110913,5.876754023313175,5.13234670085113,0.4546456775997003,2.5191417411965817,0.04937621832197242,0.0015420939564480317
0.003383153240459243,5.87313233034044,5.123050063735929,0.4546878047064625,2.527686242054949,0.05036747708883373,0.0015397469001636765
0.0031742154700262603,5.871966240886181,5.107412840919659,0.45830817927569995,2.537380369094399,0.05150112853428356,0.0015800174815779565
0.002338722770177557,5.83462624985697,5.135363979478308,0.47758714451927153,2.5066578652268734,0.04801429098126485,0.0015279058169554375
0.001988150786526814,5.809686072335454,5.132782755009154,0.4664891418424696,2.5051480803567805,0.04783583494327779,0.0013576763895914983
0.0012495412733529586,5.777249893277218,5.135026583528498,0.4614979548987838,2.490600503583759,0.046162876442091716,0.0013067297343103462
0.0011394017414910384,5.776142417901218,5.120746225920801,0.46201388528756504,2.4998803122246023,0.047230885485738484,0.0012350000940401014
0.0007263680320451214,5.761850977491372,5.095434559246686,0.4636937853241124,2.5174676371012135,0.04928275780835411,0.0011742179157130553
0.0005164433383601137,5.755540562481325,5.095080261890973,0.45709332206197506,2.518626287849723,0.04941708563241607,0.0011482556120546677
-2.387791281058206e-05,5.73221866235361,5.112567669351381,0.4764763057379924,2.495900120455285,0.04679246306917009,0.001197004109368628
-0.0007044593189964432,5.697666923925983,5.103028679762242,0.46135486093599853,2.4997282384363246,0.04726648468028224,0.0010051837602568343
-0.0016652081979467714,5.632128584474815,5.124607150977147,0.46521471941670345,2.4846116007228427,0.04553507936266049,0.0009920466282222996
-0.0013962737948732449,5.630712399725651,5.107957216395504,0.46500806616765983,2.489617938693321,0.04613665232023236,0.0009215434050272838
-0.0017124050158765197,5.6138570800859835,5.094322853399935,0.4785441493315191,2.4962205191792672,0.046916299706326936,0.0009158443247721247
-0.0016869233504926185,5.605134139424929,5.0746746547899795,0.47910635970836507,2.498551333300644,0.04718736556994555,0.0008934013584526741
-0.0021941506995103045,5.576003916521262,5.083107216851008,0.473846199285247,2.4907202204058874,0.046278045527619445,0.0008125700064552744
-0.001960377854213012,5.573681389690434,5.073057662136096,0.4702671345258749,2.496689481802453,0.04696630826289538,0.0007709383773140768
-0.0018998314481397647,5.556492703764905,5.087382237431761,0.45057152044184173,2.5050947240674764,0.04798120048671284,0.000774679727929433
-0.002035742246735291,5.5482347390241475,5.089077732910005,0.4507448662462347,2.501466134516115,0.04756437352810339,0.0007674166840011109
-0.00283584726505798,5.512478569862527,5.09598417344832,0.46052589260379445,2.4782523802412455,0.04487667146913633,0.0007772877567645943
-0.0027504609515436942,5.5035140738972,5.10222600738766,0.45365231161511965,2.4854421468104806,0.045708828832223075,0.0007753558036190209
-0.0026164518486927685,5.505339918259017,5.081546808536288,0.4553496497558981,2.495173587627969,0.04684407860120975,0.0006835021645658101
-0.0026502683817869665,5.486564244609084,5.084840833786119,0.43397964312209897,2.5077869291369095,0.0483313830000886,0.0008973862916867144
