cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,train_score,test_score
0.008572715358031793,6.148977111608486,5.1680440476491505,0.631183264326279,2.624712031436026,0.0616201080552343,1.0,0
-0.0027871660091085067,5.321249952678724,5.039153890768447,0.4705622479895012,2.508877663481124,0.04859670722697008,0.0004180603157743233,0.0003815705963333906
-4.699893858900719e-05,5.015692396845323,5.019574236799618,0.48092013857317306,2.5060640003873584,0.04861679432180781,0.0001648832258712261,0.00014555328394657245
0.003261068438752636,4.845084533471512,5.01173214141601,0.48740570065363814,2.505355432059871,0.0487495610924598,6.861297438077004e-05,6.0233636867264564e-05
0.005621905261553724,4.739317390956138,5.007411652613733,0.4917058643761542,2.5050617439251126,0.04885415837724201,2.8516188975120992e-05,2.499039433655177e-05
0.00717511239099156,4.67185044427156,5.004753885054675,0.4945702430368587,2.5048951932355066,0.04892610931533282,1.1848499377219178e-05,1.0375316487650115e-05
0.00817961371204428,4.628491838939539,5.003066519956167,0.49646425651129805,2.504786676486339,0.04897466678299056,4.926378643497256e-06,4.3122964092737596e-06
0.008827045307352196,4.60056814454368,5.001985304608176,0.4977070592411959,2.504710782162939,0.049007706180972506,2.050308980834618e-06,1.7946350099663424e-06
0.009244177170800255,4.5825721899827485,5.001290265037412,0.4985178486387212,2.5046547250637086,0.04903063604985893,8.544514143376622e-07,7.480767756450136e-07
0.009512983696051705,4.570970953858136,5.000842831138333,0.49904469447639366,2.5046111005118736,0.04904701187907375,3.5682083574408933e-07,3.125755503265281e-07
0.009686248293570461,4.563491018673371,5.000554562236668,0.4993861274271337,2.50457538296725,0.0490591441699643,1.4955075667554324e-07,1.3113687337253727e-07
0.009797949524496597,4.558667920022703,5.000368738219811,0.4996070120960244,2.504544742557746,0.049068528697738194,6.311544622710139e-08,5.5431122518849934e-08
0.009869970357097827,4.555557840008991,5.000248900506239,0.49974974375872827,2.5045173888075536,0.049076132258835586,2.7008008138644125e-08,2.377508325058635e-08
0.009916410159024258,4.553552347727356,5.0001715850190305,0.49984190153205305,2.5044921809727354,0.04908257923474549,1.1885163304168778e-08,1.0496016858507698e-08
0.00994635622295847,4.552259157391934,5.00012167928951,0.49990137148097097,2.5044683890497317,0.04908827268167782,5.525634416470283e-09,4.898468518263059e-09
0.00996566676556026,4.551425317808134,5.000089445212979,0.49993973044498496,2.5044455445186258,0.0490934727172717,2.8341656909706927e-09,2.520937875113757e-09
0.009978118897121064,4.550887712330978,5.000068605876818,0.4999644620190506,2.5044233460772984,0.049098347191792735,1.6833577287215515e-09,1.4989704537505395e-09
0.009986148157123596,4.550541150239537,5.000055114561408,0.4999803998214986,2.5044015996731055,0.04910300441555397,1.1830394213484696e-09,1.051318787192153e-09
0.009991325116094353,4.5503177943320985,5.000046362019443,0.49999066420244753,2.5043801801721908,0.049107514285647844,9.595184009383753e-10,8.493042654579461e-10
0.009994662605115532,4.55017389585086,5.000040665720304,0.49999726881750467,2.5043590067832264,0.04911192191941365,8.551472138808939e-10,7.538135696171358e-10
0.009996813796514641,4.550081240564019,5.0000369406539065,0.5000015128512711,2.5043380272681515,0.049116256450463476,8.029301810593311e-10,7.054385062687843e-10
0.00999819992654839,4.55002163256279,5.000034487107808,0.5000042344010568,2.504317207784915,0.04912053670290058,7.740863024002573e-10,6.784758894772517e-10
0.009999092656881342,4.5499833368985545,5.0000328538339405,0.5000059740692068,2.50429652634772,0.04912477485136669,7.560568420608641e-10,6.615970221000889e-10
0.009999667187453284,4.5499587854195624,5.0000317498156415,0.5000070805424731,2.5042759686140856,0.04912897878175214,7.432407726371085e-10,6.496803253424046e-10
0.01000003650863914,4.549943097233993,5.000030987369756,0.5000077787139328,2.50425552516989,0.049133153613781476,7.330660421907407e-10,6.403325350282503e-10
0.010000273490668633,4.549933124529059,5.000030445454109,0.5000082136295395,2.5042351897793496,0.049137302683013445,7.24307131319768e-10,6.323892696710008e-10
0.010000425129395632,4.549926837198845,5.000030046004468,0.500008478835816,2.5042149582568203,0.04914142817417677,7.163542278834233e-10,6.25257673774298e-10
0.010000521733661104,4.549922925976039,5.000029738674018,0.500008634664289,2.504194827739399,0.04914553152963272,7.088893268378018e-10,6.186213733631335e-10
0.010000582850425337,4.549920546481524,5.000029490991583,0.5000087200245541,2.504174796217906,0.049149613712807884,7.017387196694539e-10,6.123038746333147e-10
0.010000621086028252,4.549919154155202,5.000029282014462,0.5000087600103357,2.50415486223446,0.04915367537809016,6.948034306319813e-10,6.062028363745213e-10
0.010000644570617155,4.549918397798492,5.00002909823498,0.500008770805007,2.5041350246874585,0.0491577169804009,6.880250138329687e-10,6.0025701232325e-10
0.010000658547520976,4.549918050916972,5.0000289309405215,0.5000087628453607,2.5041152827058224,0.04916173884586202,6.813679451340009e-10,5.944288305308255e-10
0.010000666398280277,4.549917967441373,5.000028774510947,0.500008742862043,2.5040956355679014,0.04916574121737079,6.748101276826877e-10,5.886947913302431e-10
0.010000670303717173,4.54991805317082,5.00002862532055,0.5000087151954965,2.5040760826491746,0.04916972428399446,6.683375495784897e-10,5.830399612510301e-10
0.010000671670277255,4.549918247355791,5.000028481029895,0.5000086826446526,2.504056623388516,0.049173688199928005,6.619411675502859e-10,5.774547121372613e-10
0.010000671404989295,4.549918510820466,5.000028340129105,0.5000086470142795,2.50403725726645,0.04917763309672076,6.556150368245108e-10,5.719327418614206e-10
0.010000670092794548,4.549918818302475,5.00002820164331,0.5000086094679842,2.504017983791116,0.049181559091162105,6.493551648063758e-10,5.664698511228792e-10
0.010000668110911163,4.5499191535126045,5.000028064942696,0.5000085707558711,2.5039988024892117,0.04918546629036968,6.431587978425345e-10,5.610631780261732e-10
0.010000665702590946,4.549919505948685,5.000027929619983,0.5000085313613672,2.5039797129001604,0.04918935479506964,6.370239727515731e-10,5.5571071494073e-10
