t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],pos[0],pos[1],pos[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],forces[0],forces[1],forces[2],torque[0],torque[1],torque[2],alpha,joystick[0],joystick[1],joystick[2],joystick[3]
0.12549209594726562,0.0,0.0,0.0,0.01,0.0,0.0,0.0012549209594726564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.24525070190429688,0.0,0.0,0.0,0.01,0.0,0.0,0.002452507019042969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.29706478118896484,0.0,0.0,0.0,0.01,0.0,0.0,0.0029706478118896487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.3473081588745117,0.0,0.0,0.0,0.01,0.0,0.0,0.0034730815887451176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.3970522880554199,0.0,0.0,0.0,0.01,0.0,0.0,0.0039705228805542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.44766950607299805,0.0,0.0,0.0,0.01,0.0,0.0,0.004476695060729981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.49724531173706055,0.0,0.0,0.0,0.01,0.0,0.0,0.004972453117370606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.5467996597290039,0.0,0.0,0.0,0.01,0.0,0.0,0.00546799659729004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.597296953201294,0.0,0.0,0.0,0.01,0.0,0.0,0.0059729695320129405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.6468522548675537,0.0,0.0,0.0,0.01,0.0,0.0,0.006468522548675538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.6970739364624023,0.0,0.0,0.0,0.01,0.0,0.0,0.006970739364624025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.746971607208252,0.0,0.0,0.0,0.01,0.0,0.0,0.007469716072082521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.7969658374786377,0.0,0.0,0.0,0.01,0.0,0.0,0.007969658374786378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.8475089073181152,0.0,0.0,0.0,0.01,0.0,0.0,0.008475089073181154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
0.897240400314331,0.0,0.0,0.0,0.01,0.0,0.0,0.008972404003143312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,4.8980712890625,2.9449462890625,0.9765625,4.90570068359375
