cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,train_score,test_score
0.01,4.55,5,0.5,2.5,0.05,1.0,0
-0.029548786218590303,-1.9862648958601015,-1.325371011985231,0.4900084141450623,2.3879108305524133,0.052778463938302794,5.377951642596632,4.599232478803649
