t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],pos[0],pos[1],pos[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],forces[0],forces[1],forces[2],torque[0],torque[1],torque[2]
5.298747539520264,0.0,0.0,-9.81,1.0,0.0,-51.980713362693784,5.298747539520264,0.0,-140.22642225347428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.348468780517578,0.0,0.0,-9.81,1.0,0.0,-52.46847873687744,5.348468780517578,0.0,-142.83522012951303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.3986382484436035,0.0,0.0,-9.81,1.0,0.0,-52.960641217231746,5.3986382484436035,0.0,-145.4922273204027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.448080778121948,0.0,0.0,-9.81,1.0,0.0,-53.44567243337631,5.448080778121948,0.0,-148.13471656586898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.497819185256958,0.0,0.0,-9.81,1.0,0.0,-53.93360620737076,5.497819185256958,0.0,-150.81728822967048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.548376798629761,0.0,0.0,-9.81,1.0,0.0,-54.429576394557955,5.548376798629761,0.0,-153.56911770907197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.597766637802124,0.0,0.0,-9.81,1.0,0.0,-54.91409071683884,5.597766637802124,0.0,-156.2813158178732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.648087501525879,0.0,0.0,-9.81,1.0,0.0,-55.40773838996888,5.648087501525879,0.0,-159.0694810706363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.697853088378906,0.0,0.0,-9.81,1.0,0.0,-55.89593879699707,5.697853088378906,0.0,-161.85117526756977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
5.74811315536499,0.0,0.0,-9.81,1.0,0.0,-56.38899005413056,5.74811315536499,0.0,-164.68528968496798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0
