t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],pos[0],pos[1],pos[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],forces[0],forces[1],forces[2],torque[0],torque[1],torque[2],alpha,joystick[0],joystick[1],joystick[2],joystick[3]
0.08599734306335449,0.0,0.0,0.0,0.01,0.0,0.0,0.000859973430633545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.21473360061645508,0.0,0.0,0.0,0.01,0.0,0.0,0.0021473360061645508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.26318955421447754,0.0,0.0,0.0,0.01,0.0,0.0,0.0026318955421447752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.3116745948791504,0.0,0.0,0.0,0.01,0.0,0.0,0.003116745948791504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.3619697093963623,0.0,0.0,0.0,0.01,0.0,0.0,0.003619697093963623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.4120640754699707,0.0,0.0,0.0,0.01,0.0,0.0,0.004120640754699707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.4611477851867676,0.0,0.0,0.0,0.01,0.0,0.0,0.004611477851867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.5113506317138672,0.0,0.0,0.0,0.01,0.0,0.0,0.005113506317138672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.5619637966156006,0.0,0.0,0.0,0.01,0.0,0.0,0.005619637966156006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
0.6111862659454346,0.0,0.0,0.0,0.01,0.0,0.0,0.006111862659454346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-2.9449462890625,4.90570068359375,-0.98419189453125,4.90570068359375
