cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,wind_X,wind_Y,train_score,test_score
0.007230394361307937,4.182387390529205,4.782304820695621,0.42142794108809095,1.486209516812893,0.02518741412739299,0.0,0.0,1.0,0
0.010671266322414677,4.513590414945521,4.99676871881148,0.5018998975597092,2.311111499815128,0.08799399028657946,0.0,0.0,4.554253525408689e-06,2.7374870579434922e-06
0.010119490341905273,4.543216523492376,4.998941343377688,0.5002093278294095,2.3129930458443613,0.08762065354479605,0.0,0.0,2.8282350063681985e-06,1.6611779125368198e-06
0.010009864116417366,4.5490084511372055,4.999366893382318,0.49988025746334075,2.3148294308091786,0.08725211211323447,0.0,0.0,2.6634732358565053e-06,1.5531289428952075e-06
0.009988501753669228,4.550140363587748,4.9994531253748535,0.49981729509985423,2.316642535830161,0.08688765481952816,0.0,0.0,2.599116607242703e-06,1.5135771777356256e-06
0.009984438091506953,4.5503593625055005,4.999472731348852,0.4998064440098753,2.318437659360317,0.08652669362300494,0.0,0.0,2.547155103828438e-06,1.4831337587539132e-06
0.009983761893383169,4.550399578197553,4.999479257072457,0.4998057864113226,2.3202160280414237,0.08616907621217135,0.0,0.0,2.49801912048236e-06,1.4546902586078667e-06
0.009983748256431134,4.550404795319362,4.999483208839987,0.4998071130039489,2.3219779941657577,0.08581475039024213,0.0,0.0,2.450132341195038e-06,1.4270330199343276e-06
0.009983863515776901,4.550403172926257,4.999486647741237,0.4998088161961766,2.323723733533519,0.08546368451783308,0.0,0.0,2.4031888404356416e-06,1.3999269943319459e-06
0.009984003160426993,4.550400225621488,4.9994899780958235,0.4998105812441018,2.325453386243129,0.08511585119165826,0.0,0.0,2.357117957993673e-06,1.3733203487491286e-06
0.009984146725080122,4.550397033394517,4.999493279217195,0.4998123465825578,2.3271670846828654,0.08477122397869324,0.0,0.0,2.311894297509525e-06,1.3471965513753574e-06
0.009984290203685594,4.550393807790081,4.9994965666613815,0.4998141002255931,2.328864959080255,0.08442977676578317,0.0,0.0,2.267501374696007e-06,1.3215459828750474e-06
0.009984432813558196,4.5503905902829125,4.999499843473788,0.499815839896124,2.3305471386021734,0.08409148363011852,0.0,0.0,2.223924601346747e-06,1.2963604520312302e-06
0.00998457440335734,4.550387389040283,4.999503110241697,0.499817565218362,2.332213751573612,0.08375631881329634,0.0,0.0,2.1811499273774727e-06,1.2716321341987174e-06
0.009984714945490532,4.550384205703754,4.999506367066254,0.49981927618891875,2.333864925521964,0.08342425671596589,0.0,0.0,2.139163576328517e-06,1.247353365077197e-06
0.009984854436709023,4.550381040633738,4.9995096139494715,0.4998209728774079,2.335500787186778,0.08309527189655991,0.0,0.0,2.0979519922861396e-06,1.2235165999465159e-06
0.0099849928786386,4.550377893936559,4.999512850870331,0.4998226553678087,2.337121462522728,0.08276933907083123,0.0,0.0,2.0575018276736933e-06,1.2001144048974635e-06
0.009985130273963682,4.550374765665633,4.999516077799905,0.49982432374696917,2.3387270767012565,0.08244643311154363,0.0,0.0,2.0177999389599504e-06,1.177139454257733e-06
0.009985266625676422,4.550371655860952,4.99951929470451,0.49982597810234275,2.3403177541119935,0.08212652904818762,0.0,0.0,1.978833383899203e-06,1.1545845292101724e-06
0.00998540193692637,4.55036856455687,4.999522501546513,0.4998276185215347,2.3418936183641574,0.08180960206669503,0.0,0.0,1.940589419080693e-06,1.1324425166428428e-06
0.009985536210987522,4.550365491783709,4.999525698284667,0.4998292450921991,2.343454792287989,0.08149562750914768,0.0,0.0,1.9030554975396323e-06,1.1107064080384337e-06
0.009985669451248716,4.550362437568138,4.999528884874347,0.4998308579020097,2.3450013979362163,0.08118458087347888,0.0,0.0,1.866219266389729e-06,1.0893692983742796e-06
0.009985801661208512,4.550359401933313,4.999532061267774,0.49983245703864065,2.346533556585562,0.08087643781316776,0.0,0.0,1.8300685644732654e-06,1.0684243850232753e-06
0.009985932844470987,4.550356384898984,4.9995352274142215,0.4998340425897525,2.348051388738284,0.08057117413692623,0.0,0.0,1.7945914200162744e-06,1.047864966652605e-06
0.009986063004741925,4.55035338648156,4.9995383832602105,0.4998356146429795,2.34955501412376,0.08026876580837836,0.0,0.0,1.7597760482991782e-06,1.0276844421236406e-06
0.009986192145825145,4.5503504066941955,4.999541528749707,0.49983717328591626,2.3510445517001055,0.07996918894573303,0.0,0.0,1.7256108493366872e-06,1.007876309392163e-06
