cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,wind_X,wind_Y,train_score
0.009158481081143328,4.224301258481773,4.507057653365385,0.42630725923544577,1.6904782444203144,0.041068107453736666,0.0,0.0,0.02312444220002932
0.007895819573459598,4.356883410124562,3.9243177256348485,0.4642346278588301,2.3568869489787247,0.08998114358370238,0.0,0.0,0.030931547257966173
0.008210506494338299,4.320772570541343,4.851097658191022,0.444205459580353,2.251011251358551,0.08338314414061361,0.0,0.0,0.0009769289516065012
0.008597132158403038,4.325686003211304,4.927038434909147,0.4797724064042827,2.2561567794171613,0.08385020908866017,0.0,0.0,0.0004244659895768984
0.00950484548108043,4.334134938543882,4.9731662347968495,0.479677272417958,2.2604346732911442,0.08419360097773017,0.0,0.0,0.00045637159367801534
0.009589723404115723,4.336100445834463,4.9663830776023605,0.48026480683878864,2.2724446719156095,0.08518087910246823,0.0,0.0,0.0003381517496740744
0.009441521021753775,4.336599113351442,4.960461557690394,0.48151232798212734,2.2837950925259847,0.08612798726227185,0.0,0.0,0.00025955768633208334
0.009800036606714616,4.3452898205786346,4.96592393554696,0.48197280958889316,2.288290035951248,0.08650851424399601,0.0,0.0,0.00022916886382918136
0.010014002754442568,4.3548226384790825,4.989529769632777,0.49102334603464753,2.2958887849062424,0.08714912577636152,0.0,0.0,0.00015751573207914164
0.010640853399575042,4.38168149050239,4.938322427958451,0.5087563227751918,2.3217025140753753,0.08923639107900216,0.0,0.0,0.0001150192902846604
0.010713498377650262,4.386586854732453,4.9768346580377045,0.5166523018860544,2.315443540537972,0.08873214225449585,0.0,0.0,5.1660597542520215e-05
0.010838845116427753,4.384951508630195,4.998364864856848,0.5115709277763278,2.301163264263075,0.08753789505243835,0.0,0.0,6.823369011285866e-05
0.01079072672321857,4.383832564722528,4.986113607357869,0.5085952137330616,2.310790743912228,0.08832469129179776,0.0,0.0,3.859088549495932e-05
0.011255045962465772,4.398688481348025,4.96799860112185,0.4990658880507733,2.323519311453065,0.08932112436186336,0.0,0.0,6.196974433745929e-05
0.011332755863069262,4.407698990131998,4.991173153786575,0.5047934624977156,2.320776219940797,0.08909881164389619,0.0,0.0,2.8429620561697577e-05
