cd0sa,cd1sa,cl1sa,coeff_drag_shift,coeff_lift_gain,coeff_lift_shift,wind_X,wind_Y,train_score
0.009995106698491657,4.550264669535826,4.998871842431402,0.4999223802254037,2.4302665741489866,0.06426759064633361,0.0,0.0,1.872355929315298e-07
0.010017583461277782,4.550635732967434,4.998005396030814,0.5002337791749957,2.4313143861250257,0.06437636177861293,0.0,0.0,3.2071627153968265e-07
0.010017898517425678,4.550803959675202,4.999128806888696,0.5005313247236134,2.4313863867921794,0.06437810182176755,0.0,0.0,2.8213065341961614e-07
0.010031395880635221,4.550698979047678,4.9995665228599515,0.5001701769553775,2.4299144656604867,0.06416821927319227,0.0,0.0,2.571423032242294e-07
0.010030168955241137,4.550735581098509,4.999451261114171,0.5001705183821901,2.4300659626301586,0.06418740119069813,0.0,0.0,2.3103519183722273e-07
0.010017409093663039,4.550657865004419,4.999306838415796,0.5001409897007649,2.4304286437070455,0.06423137544949467,0.0,0.0,1.926460565919426e-07
0.01001701729218414,4.5506163390967505,4.9992231274966015,0.5001055052008293,2.4301258720204673,0.0641873339163511,0.0,0.0,2.1554080140889177e-07
0.010005803637675075,4.550503617691558,4.999572150619321,0.5000704998601226,2.429930987530461,0.06415908229611329,0.0,0.0,2.5502075909122684e-07
0.009999373146117544,4.550412760556038,4.999258088999814,0.49993631676004613,2.4300640367133135,0.06416880950086028,0.0,0.0,2.243573274550596e-07
0.010005900655392383,4.550645305301077,4.996718448195628,0.49974512922289976,2.4319054673057656,0.06437854612334963,0.0,0.0,5.769065925822044e-07
0.010002190820958254,4.550857196469298,4.999244597778417,0.5003082908556861,2.430874325837122,0.06424549132515861,0.0,0.0,1.9766602099318733e-07
0.010008699560165169,4.550643120047679,5.000690060160963,0.49996342785618547,2.4280946917413395,0.06387615418214244,0.0,0.0,1.112103174963154e-06
0.009946978482731073,4.550401242448124,4.995187864202617,0.499874358874222,2.4335581604214043,0.06457371808130037,0.0,0.0,1.725577386379808e-06
0.009905025812097127,4.549060783402458,5.009098850130382,0.500381255738406,2.4244340583740134,0.06340183643248647,0.0,0.0,9.618525389495998e-06
0.00998376371975832,4.550698556961475,4.993963693592537,0.49979040195806834,2.4293859318667606,0.0640150280937072,0.0,0.0,6.955859453818059e-07
0.00997339374424239,4.550429841761038,4.999613992693394,0.4997768420689877,2.429666315719351,0.06403772282866142,0.0,0.0,3.7390330158952497e-07
0.009957638795369409,4.550354900483914,4.998403734249627,0.4997673732813809,2.4306494700490116,0.0641603777054339,0.0,0.0,2.0011859124628115e-07
0.009958467142490546,4.550322069639772,4.999475037094555,0.4997221408323297,2.4302311294823506,0.06410242336320074,0.0,0.0,2.6229000892524615e-07
0.00995195822462751,4.550623663460885,4.997910957943978,0.5002136289678135,2.430374241739089,0.06411447610245423,0.0,0.0,2.4201941525316384e-07
0.009960154985890276,4.550734001838495,4.997120842984646,0.4998445135013641,2.4321345595387824,0.06432275803615639,0.0,0.0,4.923796579845867e-07
0.009958626110052196,4.550380706415196,5.004080621640431,0.5003514505586913,2.4276457848131012,0.06372319621785812,0.0,0.0,2.720752790371814e-06
0.010084621626980882,4.554502999104642,4.978508188593514,0.5005395326994607,2.439911645122253,0.0652416186921549,0.0,0.0,2.7166410655752706e-05
0.009890909123295728,4.553446844281389,4.99338000458949,0.4999159934385014,2.433628502115048,0.0644186270225712,0.0,0.0,2.2093573000253984e-06
0.009857241310852928,4.551721512460974,5.009382613770255,0.5000200494525561,2.422235748908663,0.06294832523261494,0.0,0.0,1.4778782248685242e-05
0.009937168533940067,4.551972690001963,4.999369332683785,0.49978204725032516,2.427793019393867,0.06366362452010753,0.0,0.0,1.3401624782215181e-06
0.009951389083811907,4.553216138931111,4.988277133155358,0.4995410321344026,2.4373258959896726,0.06485264352776512,0.0,0.0,9.448008439122443e-06
0.010211300739985423,4.553473256173337,5.003369216675342,0.4999368716500124,2.4169985736215764,0.062195748587224715,0.0,0.0,2.2281201478678446e-05
0.010436947924454773,4.555157269674655,4.99451711938158,0.5009633162019905,2.4461248396126707,0.06602212998380023,0.0,0.0,2.4829916859047125e-05
0.010224847718327858,4.551298124416549,5.013831984550957,0.5009915328573663,2.4343850467330124,0.06452015936599033,0.0,0.0,3.928695286405848e-06
0.010321918279592274,4.553897914295518,4.976395415110574,0.5006953833530651,2.4419179109974496,0.06542717362390509,0.0,0.0,3.606599513472171e-05
0.010170695963837881,4.549012128773754,5.001818041572887,0.4991728140585365,2.429956814361702,0.06390751047034894,0.0,0.0,9.331661262098023e-07
